sexo;comprimento;diametro;altura;peso total;peso carne;peso visceras;peso concha;aneis
M;0,65;0,5;0,18;1,15;0,67;0,38;0,38;12
F;0,65;0,5;0,19;1,14;0,74;0,3;0,34;9
M;0,67;0,52;0,19;12,24;0,81;0,37;0,39;9
F;0,69;0,55;0,21;13,7;0,79;0,43;0,5;13
M;0,69;0,54;0,19;1,01;0,77;0,39;0,43;8
F;0,7;0,55;0,16;1,31;0,77;0,44;0,42;10
M;0,7;0,53;0,18;1,46;0,7;0,39;0,51;12
F;0,7;0,58;0,21;12,91;0,73;0,39;0,52;13
F;0,71;0,56;0,21;14,27;0,99;0,5;0,62;10
M;0,77;0,59;0,18;17,89;1128;0,51;0,53;12
M;0,77;0,6;0,22;16,14;10515;0,48;0,58;10
I;0,22;0,16;0,05;22,31;0,02;0,01;0,02;4
I;0,28;0,21;0,07;22,64;0,5;0,02;0,03;5
I;0,29;0,21;0,06;11,28;0,04;0,02;0,04;5
I;0,33;0,24;0,08;1,09;0,07;0,03;0,05;6
I;0,36;0,29;0,1;1,15;0,1;0,05;0,07;6
I;0,38;0,29;0,1;11,64;0,09;0,04;0,08;6
I;0,42;0,32;0,1;11,96;0,18;0,08;0,1;8
I;0,43;0,33;0,12;1,25;0,13;0,08;0,1;6
I;0,43;0,34;0,1;1,15;0,16;0,08;0,09;7
I;0,43;0,32;0,1;1,15;0,16;0,08;0,09;7
I;0,44;0,34;0,1;11,34;0,21;0,07;0,1;7
I;0,44;0,34;0,12;12,02;0,17;0,08;0,11;7
I;0,46;0,35;0,11;15,6;0,15;0,06;0,13;7
I;0,46;0,37;0,12;13,17;0,26;0,11;0,13;6
I;0,47;0,36;0,11;1,4;0,21;0,1;0,12;7
I;0,48;0,37;0,1;1,2;0,2;0,09;0,12;7
I;0,48;0,38;0,12;12,9;0,23;0,12;0,15;7
I;0,49;0,38;0,13;15,18;0,27;0,11;0,16;8
I;0,49;0,38;0,13;13,58;0,28;0,12;0,13;8
M;0,49;0,38;0,11;13,65;0,29;0,1;0,15;8
I;0,5;0,38;0,12;1,49;0,23;0,12;0,14;7
I;0,5;0,39;0,13;1,66;0,29;0,13;0,16;8
M;0,5;0,38;0,12;1,55;0,27;0,14;0,15;9
M;0,51;0,4;0,14;15,86;0,38;0,15;0,18;7
I;0,51;0,4;0,16;1,67;0,25;0,11;0,17;8
I;0,51;0,39;0,15;1,72;0,31;0,12;0,17;8
I;0,52;0,4;0,13;1,91;0,27;0,12;0,17;9
I;0,52;0,4;0,14;2,07;0,3;0,13;0,18;9
F;0,55;0,43;0,14;1,19;0,44;0,17;0,2;9
M;0,55;0,42;0,15;1,46;0,37;0,15;0,21;7
M;0,55;0,42;0,12;1,49;0,4;0,19;0,17;7
F;0,55;0,4;0,14;1,21;0,37;0,22;0,18;9
I;0,55;0,42;0,13;12,87;0,29;0,14;0,18;8
F;0,55;0,44;0,14;11,95;0,43;0,2;0,19;8
I;0,56;0,43;0,13;11,66;0,28;0,13;0,21;8
M;0,57;0,43;0,13;12,16;0,35;0,19;0,21;9
F;0,57;0,45;0,18;11,74;0,4;0,22;0,26;9
M;0,57;0,45;0,14;1,53;0,55;0,2;0,25;9
F;0,57;0,43;0,16;15,11;0,39;0,16;0,23;9
F;0,58;0,48;0,15;13,24;0,42;0,19;0,25;8
M;0,58;0,46;0,13;1,05;0,41;0,17;0,23;8
F;0,59;0,45;0,15;12,79;0,47;0,2;0,23;7
F;0,59;0,44;0,14;18,75;0,31;0,13;0,22;8
M;0,59;0,47;0,15;1,98;0,41;0,16;0,25;8
M;0,59;0,46;0,14;1,37;0,5;0,22;0,26;9
F;0,59;0,46;0,16;1,74;0,45;0,26;0,26;8
F;0,6;0,47;0,15;1,19;0,54;0,17;0,27;8
M;0,6;0,47;0,17;1,15;0,49;0,23;0,33;9
M;0,6;0,46;0,14;1,57;0,42;0,23;0,23;9
M;0,6;0,49;0,21;1,15;1005;0,42;0,49;10
F;0,61;0,48;0,15;1,11;0,45;0,28;0,29;10
F;0,62;0,48;0,17;1,31;0,54;0,25;0,23;9
M;0,62;0,45;0,15;1,71;0,71;0,21;0,25;7
F;0,62;0,47;0,16;22,7;0,59;0,21;0,25;9
M;0,62;0,48;0,18;13,32;0,46;0,31;0,27;10
M;0,62;0,49;0,16;1,03;0,51;0,25;0,31;9
M;0,62;0,48;0,15;1,02;0,5;0,24;0,31;10
M;0,63;0,5;0,19;1,51;0,71;0,3;0,35;11
F;0,63;0,49;0,16;13,04;0,48;0,28;0,31;9
M;0,63;0,48;0,15;13,96;0,46;0,24;0,33;10
M;0,63;0,51;0,15;10,06;0,63;0,25;0,37;11
M;0,63;0,51;0,18;11,35;0,66;0,26;0,38;10
M;0,63;0,47;0,15;10,84;0,54;0,19;0,18;8
M;0,65;0,52;0,16;10,92;0,51;0,31;0,34;9
M;0,65;0,48;0,15;1,27;0,61;0,26;0,29;9
F;0,65;0,52;0,18;14,99;0,58;0,35;0,32;9
M;0,65;0,52;0,13;12,36;0,52;0,28;0,33;9
M;0,65;0,52;0,18;1,4;0,62;0,28;0,34;9
F;0,65;0,54;0,18;13,77;0,61;0,28;0,34;10
M;0,65;0,51;0,16;12,77;0,72;0,3;0,34;9
F;0,65;0,49;0,16;12,96;0,55;0,23;0,31;9
M;0,66;0,52;0,17;12,32;0,69;0,3;0,38;10
F;0,67;0,51;0,17;1,38;0,6;0,32;0,36;9
M;0,67;0,5;0,2;1,16;0,58;0,3;0,35;11
M;0,67;0,51;0,18;1,48;0,93;0,3;0,39;13
F;0,68;0,55;0,19;15,72;0,71;0,37;0,41;13
M;0,68;0,52;0,17;15;0,72;0,28;0,41;11
M;0,68;0,53;0,18;1,47;0,76;0,31;0,4;11
M;0,7;0,53;0,18;1,09;0,87;0,36;0,47;10
M;0,7;0,55;0,2;18,17;0,69;0,31;0,44;13
F;0,73;0,53;0,19;16,37;0,83;0,4;0,41;11
M;0,73;0,55;0,2;1,21;0,87;0,43;0,51;9
M;0,74;0,57;0,18;14,44;0,91;0,39;0,49;11
F;0,74;0,58;0,22;13,11;0,89;0,53;0,47;12
M;0,75;0,56;0,22;12,52;10615;0,52;0,53;11
I;0,19;0,14;0,03;11,71;0,01;0,01;0,01;3
I;0,21;0,15;0,05;1,11;0,01;0,01;0,01;4
I;0,25;0,18;0,06;1,43;0,03;0,01;0,02;4
I;0,29;0,22;0,07;16,2;0,04;0,02;0,03;5
I;0,34;0,25;0,08;10,39;0,07;0,03;0,06;6
I;0,34;0,25;0,09;1,52;0,1;0,04;0,05;6
I;0,35;0,26;0,1;11,26;0,08;0,04;0,06;6
I;0,36;0,26;0,08;10,19;0,08;0,05;0,06;7
I;0,36;0,26;0,08;1,16;0,07;0,03;0,06;5
I;0,37;0,28;0,09;10,74;0,1;0,04;0,06;7
I;0,38;0,29;0,14;1,23;0,14;0,06;0,08;8
I;0,38;0,28;0,1;1,15;0,1;0,05;0,07;7
I;0,39;0,3;0,13;1,15;0,17;0,07;0,08;7
I;0,39;0,29;0,09;11,06;0,12;0,04;0,07;8
I;0,4;0,32;0,1;1,56;0,15;0,05;0,09;8
I;0,4;0,31;0,1;1,06;0,18;0,06;0,09;7
I;0,41;0,31;0,1;1,17;0,1;0,06;0,09;7
I;0,41;0,31;0,11;14,69;0,42;0,21;0,1;8
I;0,41;0,31;0,1;13,66;0,11;0,05;0,09;7
I;0,41;0,3;0,09;16,94;0,14;0,06;0,08;6
I;0,41;0,32;0,1;1,18;0,12;0,06;0,1;8
I;0,41;0,33;0,11;1,07;0,13;0,08;0,1;8
I;0,42;0,34;0,1;10,89;0,17;0,07;0,11;7
I;0,42;0,33;0,12;1,1;0,13;0,06;0,1;8
I;0,42;0,32;0,11;1,28;0,19;0,08;0,1;8
I;0,43;0,34;0,11;11,29;0,16;0,09;0,11;7
I;0,45;0,36;0,11;11,12;0,18;0,08;0,14;9
M;0,45;0,33;0,12;14,61;0,22;0,08;0,12;8
I;0,45;0,34;0,1;10,11;0,16;0,06;0,12;7
I;0,46;0,34;0,12;10,77;0,26;0,07;0,13;8
I;0,46;0,35;0,1;12,23;0,25;0,08;0,12;8
I;0,46;0,35;0,11;1,62;0,19;0,09;0,11;8
I;0,48;0,36;0,12;10,32;0,28;0,09;0,13;7
M;0,48;0,38;0,12;10,17;0,25;0,13;0,17;11
I;0,49;0,38;0,13;12,5;0,22;0,12;0,16;8
I;0,49;0,37;0,14;11,69;0,19;0,09;0,23;8
I;0,49;0,37;0,13;1,15;0,25;0,13;0,16;10
I;0,51;0,39;0,13;1,09;0,25;0,1;0,21;9
I;0,51;0,38;0,14;10,33;0,26;0,1;0,17;9
I;0,51;0,39;0,15;1,17;0,4;0,14;0,18;8
F;0,52;0,4;0,14;13,72;0,2;0,13;0,16;9
M;0,52;0,41;0,14;15,06;0,31;0,14;0,2;7
I;0,52;0,39;0,11;19,05;0,24;0,1;0,16;8
I;0,53;0,39;0,13;24,93;0,24;0,13;0,2;8
F;0,53;0,42;0,15;1,07;0,33;0,15;0,2;10
I;0,53;0,4;0,13;11,39;0,35;0,13;0,2;8
I;0,53;0,38;0,12;1,23;0,3;0,11;0,19;9
M;0,54;0,43;0,16;12,64;0,33;0,17;0,25;10
F;0,55;0,44;0,15;10,75;0,37;0,24;0,28;8
I;0,55;0,43;0,15;1,4;0,3;0,15;0,23;10
I;0,55;0,43;0,15;11,33;0,43;0,17;0,24;10
I;0,55;0,42;0,16;11,12;0,5;0,18;0,21;9
I;0,55;0,43;0,14;1,26;0,26;0,17;0,2;10
I;0,55;0,47;0,15;1,44;0,48;0,17;0,24;9
I;0,56;0,44;0,15;13,64;0,26;0,16;0,24;11
F;0,56;0,45;0,18;11,44;0,55;0,24;0,28;8
I;0,56;0,44;0,14;14,55;0,4;0,14;0,25;10
I;0,56;0,44;0,14;1,48;0,33;0,1;0,25;11
I;0,57;0,43;0,15;16,89;0,33;0,17;0,29;11
F;0,57;0,45;0,16;20,73;0,53;0,2;0,27;10
F;0,58;0,44;0,16;1,79;0,41;0,23;0,23;9
M;0,58;0,44;0,18;1,52;0,54;0,27;0,33;10
F;0,58;0,47;0,15;11,16;0,47;0,22;0,25;11
F;0,58;0,43;0,15;10,16;0,36;0,19;0,27;9
I;0,59;0,46;0,15;1,16;0,34;0,17;0,3;10
M;0,59;0,47;0,17;1,21;0,4;0,16;0,27;10
I;0,59;0,42;0,15;11,35;0,29;0,13;0,22;9
F;0,59;0,46;0,13;1,23;0,41;0,21;0,23;8
M;0,59;0,47;0,15;10,82;0,45;0,17;0,25;9
M;0,59;0,48;0,14;1,18;0,46;0,2;0,28;10
M;0,6;0,48;0,14;11,64;0,49;0,22;0,28;10
M;0,6;0,48;0,09;11,55;0,46;0,27;0,28;8
M;0,6;0,5;0,19;13,35;0,51;0,26;0,37;11
M;0,6;0,45;0,15;1,47;0,43;0,16;0,24;9
M;0,6;0,51;0,19;1,49;0,61;0,27;0,32;9
M;0,61;0,48;0,19;15,59;0,69;0,29;0,29;10
F;0,61;0,45;0,13;13,28;0,39;0,17;0,27;11
F;0,62;0,46;0,15;16,62;0,49;0,2;0,27;10
F;0,62;0,47;0,14;1,49;0,6;0,22;0,31;9
F;0,62;0,48;0,17;17,37;0,53;0,44;0,32;10
M;0,63;0,5;0,14;16,61;0,54;0,22;0,3;10
M;0,63;0,49;0,17;1,35;0,52;0,31;0,35;10
M;0,63;0,51;0,18;17,41;0,56;0,25;0,34;12
F;0,63;0,48;0,16;17,19;0,45;0,25;0,27;10
M;0,63;0,47;0,15;12,37;0,54;0,23;0,31;12
M;0,63;0,53;0,2;1,19;0,49;0,26;0,47;10
M;0,64;0,51;0,16;1,04;0,56;0,21;0,35;11
M;0,64;0,49;0,15;1,06;0,52;0,22;0,32;10
M;0,64;0,5;0,17;10,81;0,54;0,28;0,29;10
F;0,64;0,5;0,17;1,06;0,49;0,38;0,29;11
M;0,64;0,52;0,08;1,16;0,52;0,18;0,18;10
M;0,65;0,52;0,16;1,09;0,62;0,29;0,37;9
M;0,65;0,51;0,18;1,04;0,65;0,27;0,45;12
F;0,66;0,51;0,19;11,42;0,63;0,34;0,37;9
F;0,66;0,53;0,2;13,34;0,65;0,3;0,42;11
F;0,68;0,53;0,17;1,27;0,84;0,35;0,48;9
M;0,7;0,54;0,21;11,84;0,79;0,37;0,49;13
F;0,71;0,54;0,21;12,14;0,83;0,42;0,46;9
M;0,71;0,57;0,2;10,32;0,71;0,32;0,45;11
M;0,72;0,55;0,21;13,7;11055;0,53;0,4;10
M;0,73;0,57;0,19;13,75;1253;0,54;0,52;9
I;0,24;0,17;0,05;1,46;0,02;0,02;0,02;5
I;0,26;0,2;0,06;16,28;0,03;0,02;0,02;4
I;0,28;0,2;0,06;13,88;0,04;0,02;0,03;4
I;0,32;0,24;0,09;12,84;0,1;0,03;0,04;7
I;0,33;0,24;0,08;13,77;0,07;0,06;0,04;6
I;0,33;0,23;0,08;16,47;0,09;0,04;0,04;7
I;0,36;0,27;0,09;1,27;0,12;0,04;0,06;8
I;0,38;0,27;0,1;2,33;0,09;0,04;0,06;5
I;0,38;0,29;0,09;10,43;0,12;0,06;0,07;6
I;0,39;0,29;0,09;13,48;0,12;0,05;0,08;7
I;0,45;0,34;0,11;10,74;0,16;0,08;0,11;7
I;0,46;0,35;0,11;14,34;0,21;0,11;0,11;7
I;0,46;0,37;0,12;1,3;0,24;0,12;0,12;7
I;0,5;0,38;0,12;1,39;0,31;0,12;0,14;8
M;0,5;0,37;0,13;12,65;0,31;0,11;0,15;9
I;0,5;0,38;0,12;1,28;0,22;0,12;0,16;8
M;0,52;0,4;0,11;1,58;0,45;0,16;0,2;9
I;0,52;0,4;0,15;14,36;0,42;0,14;0,19;7
F;0,53;0,43;0,14;15,96;0,43;0,18;0,18;9
M;0,54;0,41;0,14;2,04;0,4;0,17;0,19;7
F;0,54;0,42;0,14;1,03;0,38;0,18;0,21;9
F;0,54;0,42;0,15;10,46;0,39;0,19;0,2;9
F;0,57;0,43;0,13;1,08;0,37;0,17;0,2;8
M;0,57;0,42;0,14;1,01;0,42;0,17;0,25;8
M;0,58;0,45;0,16;1,12;0,49;0,2;0,27;9
F;0,58;0,45;0,14;11,25;0,48;0,18;0,23;8
M;0,59;0,47;0,16;11,35;0,62;0,23;0,26;9
F;0,59;0,46;0,15;10,81;0,47;0,21;0,28;10
M;0,59;0,49;0,16;10,84;0,45;0,24;0,31;9
M;0,6;0,44;0,16;1,24;0,43;0,22;0,31;9
M;0,6;0,48;0,18;13,92;0,51;0,26;0,29;9
M;0,6;0,45;0,16;1,09;0,54;0,23;0,31;10
M;0,61;0,48;0,19;10,86;0,59;0,25;0,26;10
F;0,62;0,48;0,17;13,03;0,54;0,25;0,29;10
M;0,63;0,48;0,18;1,22;0,66;0,28;0,34;10
M;0,63;0,5;0,13;1,31;0,58;0,2;0,25;8
F;0,63;0,49;0,16;1,27;0,59;0,26;0,35;9
M;0,63;0,49;0,17;14,87;0,58;0,27;0,29;10
M;0,63;0,49;0,16;13,66;0,62;0,28;0,3;10
F;0,64;0,51;0,19;1,28;0,53;0,3;0,41;12
F;0,65;0,49;0,16;12,08;0,49;0,32;0,3;9
F;0,65;0,49;0,16;1,28;0,5;0,29;0,32;8
F;0,65;0,53;0,19;14,28;0,89;0,31;0,41;11
F;0,66;0,52;0,16;1,16;0,52;0,35;0,39;11
F;0,66;0,52;0,17;13,69;0,85;0,26;0,33;11
M;0,67;0,52;0,19;1,43;0,83;0,36;0,37;11
M;0,7;0,54;0,2;1,26;0,77;0,36;0,48;11
F;0,72;0,57;0,18;1,76;0,85;0,41;0,39;11
F;0,72;0,55;0,18;1,28;0,64;0,33;0,44;10
F;0,72;0,57;0,17;1,22;0,72;0,33;0,49;12
M;0,74;0,57;0,21;15,58;11705;0,46;0,53;10
M;0,74;0,6;0,19;1,53;11495;0,51;0,51;11
I;0,31;0,23;0,07;14,99;0,05;0,03;0,04;6
I;0,32;0,24;0,08;1,89;0,05;0,03;0,04;4
I;0,32;0,21;0,08;1,43;0,09;0,03;0,05;5
I;0,33;0,25;0,08;14,39;0,08;0,03;0,05;6
I;0,34;0,26;0,09;1,56;0,09;0,04;0,06;7
I;0,37;0,28;0,09;1,79;0,08;0,05;0,06;5
I;0,37;0,27;0,09;2,55;0,07;0,04;0,07;7
I;0,38;0,28;0,09;11,66;0,09;0,05;0,07;7
I;0,4;0,32;0,09;1,76;0,15;0,07;0,09;8
I;0,41;0,31;0,1;11,22;0,1;0,05;0,09;6
I;0,43;0,34;0,1;1,17;0,15;0,09;0,12;8
I;0,44;0,34;0,1;10,38;0,11;0,06;0,12;7
I;0,45;0,31;0,09;1,22;0,16;0,09;0,09;7
I;0,46;0,36;0,14;1,12;0,16;0,09;0,16;9
F;0,47;0,35;0,11;12,64;0,17;0,1;0,13;8
I;0,47;0,39;0,13;1,24;0,26;0,12;0,17;8
I;0,48;0,38;0,11;14,05;0,21;0,11;0,15;8
I;0,5;0,38;0,12;18,19;0,29;0,14;0,16;8
I;0,5;0,39;0,13;17,53;0,21;0,1;0,18;9
I;0,5;0,37;0,12;10,54;0,25;0,11;0,15;8
I;0,51;0,43;0,13;11,79;0,25;0,14;0,2;9
I;0,51;0,4;0,13;12,21;0,23;0,14;0,17;8
M;0,51;0,37;0,12;1,11;0,25;0,1;0,15;8
I;0,51;0,4;0,15;11,31;0,23;0,14;0,18;9
I;0,51;0,4;0,13;12,56;0,24;0,13;0,2;8
I;0,52;0,4;0,11;1,18;0,29;0,12;0,16;8
M;0,52;0,47;0,15;12,43;0,46;0,2;0,26;8
I;0,53;0,38;0,13;1,07;0,29;0,11;0,19;8
M;0,53;0,41;0,15;1,13;0,35;0,19;0,25;10
F;0,54;0,45;0,13;12,08;0,42;0,2;0,24;8
I;0,54;0,43;0,13;1,23;0,37;0,14;0,25;11
I;0,54;0,42;0,11;1,47;0,28;0,15;0,18;10
I;0,55;0,43;0,13;15,79;0,36;0,15;0,21;8
I;0,55;0,43;0,15;14,76;0,35;0,16;0,21;10
I;0,55;0,44;0,17;15,55;0,34;0,19;0,24;8
I;0,55;0,43;0,13;1,59;0,27;0,16;0,21;8
F;0,55;0,44;0,14;19;0,35;0,17;0,23;9
I;0,56;0,43;0,13;1,36;0,34;0,14;0,22;8
I;0,56;0,44;0,13;14,58;0,35;0,17;0,22;9
F;0,58;0,43;0,15;2,38;0,46;0,18;0,23;8
I;0,58;0,46;0,16;1,14;0,5;0,2;0,25;9
M;0,58;0,45;0,17;11,69;0,5;0,19;0,23;8
M;0,58;0,47;0,15;1,06;0,37;0,2;0,29;8
M;0,58;0,46;0,15;1,13;0,52;0,19;0,31;10
F;0,58;0,45;0,17;11,67;0,46;0,23;0,25;9
F;0,58;0,45;0,15;1,54;0,39;0,21;0,29;9
M;0,58;0,45;0,15;17,83;0,43;0,19;0,29;11
F;0,58;0,44;0,13;1,54;0,36;0,2;0,2;11
I;0,59;0,45;0,14;1,6;0,38;0,19;0,26;9
M;0,59;0,5;0,15;1,37;0,49;0,27;0,35;9
I;0,59;0,46;0,13;1,02;0,33;0,15;0,24;9
I;0,59;0,48;0,15;1,08;0,47;0,21;0,26;10
M;0,6;0,47;0,16;1,42;0,49;0,39;0,27;10
M;0,6;0,46;0,17;14,16;0,57;0,26;0,27;10
I;0,6;0,45;0,14;1,63;0,45;0,2;0,25;9
F;0,6;0,48;0,17;11,78;0,46;0,24;0,31;10
M;0,6;0,45;0,2;1,06;0,62;0,33;0,36;10
F;0,6;0,45;0,15;15,42;0,44;0,22;0,28;9
M;0,6;0,47;0,17;1,22;0,47;0,23;0,32;11
F;0,61;0,5;0,17;1,05;0,44;0,27;0,34;13
M;0,61;0,49;0,18;1,83;0,46;0,29;0,37;9
I;0,61;0,48;0,16;11,77;0,43;0,2;0,3;10
I;0,61;0,43;0,16;1,06;0,51;0,2;0,27;11
F;0,61;0,47;0,2;10,29;0,47;0,33;0,4;12
M;0,61;0,48;0,14;1,07;0,52;0,23;0,29;11
I;0,61;0,49;0,16;13,07;0,59;0,24;0,29;11
F;0,62;0,48;0,18;20,5;0,56;0,26;0,32;11
F;0,62;0,52;0,14;1,5;0,55;0,23;0,29;9
M;0,62;0,46;0,15;1,6;0,38;0,25;0,26;10
F;0,62;0,5;0,17;10,91;0,54;0,29;0,32;10
F;0,62;0,48;0,15;10,99;0,46;0,19;0,28;9
M;0,62;0,48;0,2;1,02;0,59;0,34;0,37;10
M;0,63;0,5;0,18;1,44;0,53;0,28;0,35;11
M;0,63;0,52;0,17;1,81;0,67;0,21;0,31;10
F;0,63;0,5;0,16;1,78;0,57;0,21;0,36;11
F;0,63;0,49;0,15;2,17;0,44;0,17;0,28;10
M;0,63;0,49;0,12;21,51;0,46;0,18;0,23;10
F;0,63;0,48;0,17;1,26;0,55;0,28;0,39;10
M;0,63;0,53;0,18;1,76;0,62;0,26;0,32;9
F;0,63;0,49;0,19;13,86;0,55;0,25;0,34;10
M;0,63;0,51;0,17;18,07;0,49;0,31;0,35;7
F;0,64;0,49;0,19;15,95;0,63;0,29;0,41;11
M;0,64;0,52;0,18;14,55;0,6;0,27;0,37;11
M;0,64;0,49;0,18;2;0,48;0,28;0,36;10
F;0,64;0,5;0,19;22,39;0,59;0,3;0,35;8
M;0,64;0,52;0,16;10,04;0,54;0,28;0,35;11
M;0,64;0,51;0,18;1,13;0,59;0,31;0,36;11
M;0,64;0,58;0,18;1,15;0,63;0,27;0,44;11
F;0,65;0,49;0,15;1,14;0,59;0,23;0,29;12
F;0,65;0,52;0,17;1,01;0,53;0,29;0,32;11
M;0,65;0,5;0,19;1,13;0,61;0,41;0,45;12
M;0,65;0,52;0,2;1,07;0,69;0,44;0,47;15
F;0,65;0,57;0,2;1,18;0,75;0,37;0,43;12
F;0,66;0,5;0,21;1,38;0,62;0,37;0,45;11
F;0,66;0,52;0,2;14,39;0,73;0,31;0,41;12
F;0,66;0,53;0,16;12,28;0,5;0,32;0,39;13
F;0,66;0,53;0,18;14,42;0,78;0,4;0,36;10
F;0,67;0,51;0,18;1,47;0,68;0,3;0,33;10
I;0,67;0,49;0,18;1,66;0,54;0,32;0,39;9
F;0,67;0,53;0,19;17,48;0,58;0,35;0,44;12
M;0,67;0,53;0,17;1;0,72;0,3;0,39;9
M;0,67;0,53;0,2;1,23;0,66;0,27;0,43;9
M;0,67;0,54;0,18;1,03;0,74;0,29;0,37;10
M;0,68;0,52;0,16;12,94;0,62;0,26;0,33;11
F;0,68;0,51;0,17;10,57;0,66;0,3;0,36;12
M;0,69;0,51;0,19;17,86;0,67;0,41;0,41;10
M;0,69;0,52;0,18;12,26;0,98;0,47;0,34;13
M;0,72;0,55;0,18;12,57;0,94;0,38;0,44;11
M;0,72;0,58;0,19;1,16;1;0,48;0,53;13
M;0,74;0,59;0,21;1,4;0,91;0,47;0,63;12
M;0,75;0,58;0,2;1,83;0,95;0,34;0,5;12
I;0,32;0,22;0,1;17,72;0,14;0,07;0,09;6
I;0,43;0,35;0,12;11,96;0,21;0,11;0,11;8
I;0,43;0,33;0,1;1,34;0,25;0,08;0,1;6
M;0,49;0,37;0,16;11,82;0,42;0,23;0,31;8
M;0,49;0,36;0,16;10,15;0,47;0,2;0,25;8
I;0,5;0,37;0,12;1,22;0,31;0,11;0,14;7
F;0,51;0,38;0,13;10,11;0,39;0,12;0,15;8
F;0,51;0,37;0,21;10,77;0,51;0,29;0,34;9
F;0,53;0,41;0,14;1,34;0,41;0,2;0,18;8
F;0,54;0,4;0,15;13,71;0,62;0,28;0,29;10
I;0,54;0,4;0,14;17,02;0,37;0,21;0,21;8
M;0,54;0,41;0,18;12,44;0,55;0,33;0,34;13
M;0,56;0,41;0,19;14,14;0,61;0,34;0,39;10
M;0,56;0,43;0,15;1,07;0,46;0,18;0,2;9
M;0,56;0,43;0,14;1,48;0,51;0,2;0,2;9
F;0,59;0,44;0,14;12,92;0,48;0,21;0,29;9
M;0,6;0,49;0,15;13,11;0,53;0,23;0,28;8
I;0,6;0,43;0,17;14,92;0,45;0,21;0,27;8
F;0,6;0,43;0,21;1,49;0,65;0,4;0,41;11
M;0,61;0,48;0,18;11,97;0,41;0,26;0,32;9
M;0,61;0,49;0,17;1,67;0,6;0,3;0,33;9
F;0,62;0,5;0,17;19,13;0,55;0,22;0,33;10
F;0,63;0,49;0,11;1,91;0,53;0,19;0,29;9
F;0,64;0,51;0,17;17,5;0,53;0,27;0,35;9
F;0,64;0,53;0,18;12,83;0,63;0,32;0,36;11
M;0,64;0,49;0,16;16,65;0,46;0,22;0,28;9
M;0,64;0,5;0,17;12,42;0,68;0,29;0,27;11
M;0,65;0,51;0,19;13,19;0,59;0,39;0,42;10
F;0,66;0,51;0,18;13,46;0,62;0,3;0,33;10
F;0,67;0,52;0,17;10,81;0,66;0,34;0,37;11
M;0,68;0,54;0,21;1,11;0,83;0,41;0,44;13
M;0,7;0,55;0,19;1,23;0,75;0,4;0,37;11
M;0,73;0,59;0,23;12,36;12395;0,42;0,56;14
F;0,75;0,62;0,21;12,4;0,82;0,42;0,73;12
I;0,26;0,19;0,07;1,36;0,03;0,02;0,02;4
I;0,38;0,26;0,08;1,4;0,09;0,04;0,07;6
I;0,38;0,29;0,09;1,36;0,11;0,04;0,08;8
I;0,39;0,3;0,1;1,67;0,11;0,06;0,08;7
I;0,39;0,28;0,09;17,41;0,08;0,03;0,08;8
I;0,4;0,3;0,09;16,65;0,12;0,05;0,08;6
I;0,42;0,32;0,11;20,51;0,12;0,06;0,09;6
I;0,44;0,34;0,11;1,05;0,16;0,05;0,11;7
I;0,44;0,33;0,11;1,18;0,14;0,07;0,12;8
I;0,44;0,32;0,11;10,95;0,18;0,07;0,12;9
I;0,45;0,33;0,12;19,49;0,14;0,08;0,12;8
I;0,45;0,34;0,13;0,4;0,17;0,07;0,13;8
I;0,46;0,36;0,11;0,37;0,14;0,08;0,14;9
I;0,46;0,37;0,11;0,4;0,15;0,09;0,15;8
I;0,47;0,38;0,13;0,52;0,23;0,1;0,16;8
I;0,48;0,38;0,11;0,46;0,18;0,1;0,16;9
I;0,5;0,33;0,1;0,44;0,18;0,1;0,15;7
I;0,5;0,38;0,12;0,51;0,24;0,1;0,15;8
I;0,5;0,38;0,14;0,53;0,23;0,12;0,21;8
I;0,52;0,39;0,13;0,57;0,24;0,14;0,17;7
I;0,52;0,41;0,14;0,66;0,28;0,16;0,2;11
I;0,52;0,4;0,12;0,64;0,32;0,12;0,19;11
I;0,53;0,4;0,11;0,63;0,3;0,13;0,18;8
I;0,54;0,42;0,15;0,69;0,27;0,15;0,24;9
M;0,54;0,41;0,12;0,68;0,31;0,17;0,16;8
M;0,54;0,42;0,19;0,69;0,29;0,16;0,38;10
I;0,55;0,41;0,15;0,68;0,3;0,15;0,21;10
I;0,55;0,45;0,15;0,78;0,3;0,16;0,27;11
M;0,56;0,45;0,15;0,89;0,39;0,21;0,26;9
I;0,57;0,44;0,14;0,77;0,33;0,14;0,25;9
M;0,57;0,45;0,15;0,95;0,4;0,22;0,28;10
F;0,57;0,47;0,14;0,87;0,39;0,21;0,23;10
M;0,58;0,47;0,15;0,98;0,45;0,2;0,28;9
I;0,58;0,43;0,13;0,74;0,29;0,2;0,22;8
M;0,58;0,45;0,14;0,74;0,33;0,14;0,24;10
I;0,58;0,45;0,16;0,92;0,45;0,19;0,24;9
F;0,58;0,44;0,16;0,88;0,43;0,17;0,24;10
M;0,59;0,45;0,18;11,28;0,49;0,26;0,34;11
M;0,59;0,44;0,17;1,09;0,45;0,24;0,24;9
I;0,59;0,47;0,15;1,15;0,45;0,24;0,29;8
M;0,59;0,41;0,15;11,64;0,33;0,26;0,25;9
M;0,6;0,47;0,18;11,96;0,38;0,24;0,5;12
